"reassignments","bus_comp_hrs","priorities"
1,8.58,"Low"
1,50.49,"Low"
3,273.5,"Low"
1,471.15,"Low"
1,2.33,"Low"
1,2.33,"Low"
0,0.28,"Low"
0,0.28,"Low"
0,0.28,"Low"
0,0.25,"Low"
0,0.25,"Low"
0,0.25,"Low"
2,135.25,"Low"
1,8.77,"Medium"
0,1.95,"Low"
1,13.19,"Low"
3,308.1,"Low"
2,7.56,"Low"
2,1213.25,"Low"
2,210.73,"Low"
2,3.75,"Low"
1,22.8,"Low"
1,97.96,"Low"
1,2.42,"Low"
1,0.73,"Low"
1,3.75,"Low"
1,1.52,"Low"
1,3.73,"Low"
1,3.69,"Low"
5,17.35,"Low"
1,0.97,"Low"
1,6.12,"Low"
0,0.32,"Low"
3,12.8,"Medium"
1,1.9,"Low"
1,1.85,"Low"
1,22.39,"Low"
0,0.85,"Low"
2,36.9,"Low"
0,121.25,"Medium"
1,1.02,"Low"
3,1324.93,"Low"
0,0.52,"Low"
1,3.83,"Low"
0,0.53,"Low"
2,122.27,"Low"
1,13.75,"Low"
3,305.35,"Low"
1,0,"Medium"
2,30.15,"Low"
1,0.52,"Low"
1,30.15,"Low"
2,0,"Low"
0,0,"Medium"
1,0,"Low"
1,4.7,"Low"
1,0,"Low"
1,0,"Low"
0,0.55,"Low"
1,40,"Low"
1,0,"Low"
0,0.55,"Low"
0,4.4,"Low"
3,2.02,"Medium"
1,3.45,"Low"
1,0.75,"Low"
0,1.87,"Low"
2,298.52,"Low"
3,302.5,"Low"
2,305.23,"Low"
3,1206.15,"Low"
1,109.03,"Low"
1,0,"Low"
1,0,"Low"
0,15.4,"Low"
0,1.35,"Low"
1,0,"Low"
1,5.58,"Low"
1,164.45,"Low"
1,1013.85,"Low"
3,375.28,"Low"
1,932.28,"Low"
1,44.77,"Low"
1,0.37,"Low"
1,0,"Low"
1,0,"Low"
3,340,"Low"
1,16.93,"Low"
3,17.93,"Low"
2,18.6,"Low"
1,0.87,"Low"
1,265.85,"Low"
1,14.97,"Low"
0,4.07,"Medium"
1,8.6,"Low"
1,13.83,"Low"
2,3.88,"Low"
1,13.22,"Low"
1,0,"Low"
1,15.4,"Low"
2,3.8,"Low"
0,1.32,"Low"
0,2.68,"Low"
0,12.17,"Low"
0,70,"Low"
1,0.23,"Low"
1,0,"Low"
0,15.35,"Low"
1,2604.78,"Low"
1,24.58,"Medium"
0,9.95,"Low"
1,2.67,"Low"
0,9.92,"Low"
4,202.1,"Low"
3,1251.05,"Low"
2,485.75,"Low"
5,27.68,"High"
2,39.58,"Low"
1,2.73,"Medium"
1,0.2,"Low"
1,118.07,"Low"
2,381.71,"Low"
1,0.58,"Low"
1,0.53,"Low"
3,37.71,"Low"
1,0.57,"Low"
0,68.98,"Low"
1,2.53,"Medium"
3,1745.44,"Low"
1,2.9,"Low"
0,2.55,"Low"
1,15.02,"Low"
0,0.45,"Low"
1,7.85,"Low"
1,0.5,"Low"
0,1.02,"High"
1,0.1,"Low"
2,9.98,"Low"
1,0.07,"Low"
6,150.76,"Low"
1,0,"Low"
1,12.46,"Low"
1,15.52,"Low"
1,1552.68,"Medium"
1,696.53,"Low"
1,270.53,"Low"
1,8.83,"Medium"
1,1.27,"Low"
2,11,"Low"
3,1208.72,"Low"
0,0.15,"Medium"
1,0.78,"Low"
0,0.28,"Medium"
1,1,"Low"
1,58.67,"Low"
2,480.4,"Low"
1,31.57,"Low"
1,45.07,"Low"
1,121.92,"Low"
1,153.82,"Low"
1,34.85,"Low"
1,20.67,"Low"
1,0.67,"Low"
2,1432.13,"Low"
2,47.19,"Medium"
3,17.4,"Medium"
4,818.55,"Low"
2,53.07,"Low"
2,1.37,"Low"
3,77.16,"Low"
2,902.98,"Low"
2,122.44,"Low"
1,11.25,"Low"
2,8.55,"Low"
1,1.98,"Low"
0,160.15,"Low"
1,0.48,"Medium"
1,41.41,"Low"
1,25.9,"Low"
4,20.35,"Low"
2,1740.2,"Low"
1,6.17,"Low"
2,14.98,"Low"
1,6.9,"Low"
3,563.79,"Low"
2,50.58,"Low"
0,0.02,"Medium"
0,2.03,"Low"
0,144.29,"Low"
1,0.28,"Low"
0,0.15,"Low"
3,192.32,"Low"
2,5.35,"Low"
1,0.57,"Low"
2,57.25,"Low"
2,84.25,"Low"
3,142.36,"Low"
1,10.08,"Low"
1,17.91,"Low"
1,0.28,"Low"
1,27.28,"Low"
0,0.92,"Low"
1,109.13,"Low"
1,0.85,"Low"
3,1755.65,"Low"
1,4,"Low"
0,0.19,"Low"
2,12.5,"Medium"
1,0.22,"Low"
3,883.07,"Low"
1,40.63,"Low"
3,55.28,"Low"
1,0.28,"Low"
3,56.1,"Low"
1,1305.8,"Low"
1,11.33,"Medium"
1,200,"Low"
1,10.45,"Medium"
1,5.1,"Low"
1,0,"Low"
0,2.27,"Low"
2,7.06,"High"
1,0.17,"Low"
1,2.52,"Low"
1,2.53,"Low"
1,2.48,"Low"
1,2.45,"Low"
3,333.28,"Low"
1,371.24,"Low"
3,292.77,"Low"
0,5.18,"Medium"
3,3.93,"Low"
1,0.93,"Low"
1,5.7,"Low"
1,61.94,"Low"
1,9.33,"Medium"
3,22.67,"Low"
2,2.37,"Low"
1,449.68,"Low"
0,19.02,"Low"
1,0.25,"Low"
0,3.27,"Medium"
0,0.05,"Medium"
0,3.02,"Low"
2,51.82,"Low"
1,1850.47,"Low"
3,56.03,"Low"
2,51.35,"Low"
2,51.06,"Low"
1,0.3,"Low"
3,33.15,"Low"
1,72.84,"Low"
3,122.5,"Low"
1,0.88,"Low"
1,3.23,"Low"
1,0.62,"Low"
1,2.48,"Low"
1,0.65,"Low"
3,1.12,"Medium"
1,74.04,"Medium"
3,48.97,"Low"
1,19.27,"Low"
0,0.52,"Low"
1,964.99,"Low"
1,0.67,"Low"
0,7.36,"Low"
4,318.5,"Low"
1,891.12,"Low"
1,5.85,"Low"
3,58.65,"Low"
1,1.55,"Low"
1,1.57,"Low"
1,435.96,"Low"
1,0.4,"Low"
0,15.5,"Low"
0,15.46,"Low"
3,29.83,"Low"
1,20.45,"Low"
3,1118.3,"Low"
0,5.55,"Low"
0,0.38,"Low"
2,5.05,"Medium"
2,53.15,"Medium"
0,1.58,"Medium"
3,29.22,"Low"
3,29.06,"Low"
1,65.97,"Low"
0,0.12,"Low"
1,0.75,"Low"
1,0.7,"Low"
1,0,"Medium"
0,1.42,"Low"
0,1.17,"Low"
2,52.27,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
2,0.45,"Low"
1,27.73,"Low"
2,836.58,"Low"
1,41.9,"Low"
1,46.17,"Low"
1,4.17,"Low"
1,0.5,"Low"
1,5.08,"Low"
1,0,"Medium"
0,6.87,"Low"
0,3.32,"Low"
1,24.37,"Low"
2,278.53,"Low"
0,44.75,"Low"
0,8.97,"Low"
0,0,"Low"
1,0,"Low"
1,0,"Low"
1,1.9,"Low"
1,1.92,"Low"
1,287.37,"Low"
1,14.7,"Medium"
1,0.25,"Low"
2,37.55,"Low"
1,1.57,"Medium"
0,10.13,"Low"
2,36.63,"Low"
1,3.63,"Low"
5,221.6,"Low"
6,477.53,"Low"
2,5.63,"Medium"
0,7.7,"Low"
1,16.25,"Low"
0,0.88,"Medium"
0,0.87,"Medium"
2,58.92,"Low"
1,36.97,"Low"
1,29.2,"Low"
1,37.31,"Low"
1,9.66,"Low"
1,155.45,"Low"
0,0.9,"Medium"
3,77.62,"Low"
1,0.8,"Medium"
2,36.16,"Low"
1,17.69,"Low"
1,0.13,"Low"
2,1.22,"High"
0,0.15,"Low"
1,61.67,"Low"
1,1.98,"Low"
2,30.32,"Low"
1,82.28,"Low"
6,193.55,"Low"
1,1.07,"Low"
0,0.83,"Low"
4,51.63,"Low"
1,28.95,"Low"
1,1.03,"Low"
3,16.46,"Low"
2,128.28,"Low"
1,386.2,"Low"
0,0.3,"Low"
0,1.98,"Low"
0,0.13,"Low"
1,0.52,"Low"
2,238.13,"Low"
1,237.8,"Low"
0,1.1,"Low"
1,4.49,"Low"
1,0.95,"Low"
1,81.6,"Low"
1,9.25,"Low"
4,509.97,"Low"
1,38.87,"Low"
1,12.53,"Medium"
1,22.25,"Low"
1,0.12,"Low"
4,31.69,"Low"
1,42.8,"Low"
0,1.93,"Low"
1,14.3,"Low"
1,0,"Low"
1,0.22,"Low"
1,48.83,"Low"
0,0,"Medium"
1,6.58,"Low"
0,3.25,"Low"
1,1090,"Low"
1,2.72,"Low"
1,4.25,"Low"
1,11.58,"Low"
1,0,"Low"
1,21.27,"Low"
0,0.17,"Low"
0,2.55,"Low"
2,115.93,"Low"
1,0.17,"Low"
1,542.35,"Low"
1,6.28,"Low"
0,3.95,"Medium"
2,1572.9,"Low"
3,862.39,"Low"
1,1.93,"Low"
0,2.87,"Medium"
1,1.23,"Low"
0,0.33,"Low"
0,1.25,"Low"
2,25.39,"Low"
0,0.8,"Low"
2,665.8,"Low"
0,6.92,"Low"
1,11.1,"Medium"
4,0.23,"Low"
1,1.92,"Low"
0,0.22,"Low"
1,2.22,"Low"
0,14.75,"Medium"
2,340.76,"Low"
1,4.55,"Low"
1,94.73,"Low"
1,10.13,"Medium"
3,59.02,"Low"
0,0.05,"Medium"
2,7.38,"Low"
0,0.25,"Low"
1,40.78,"Medium"
1,3.4,"Low"
1,3.08,"Medium"
3,68.86,"Low"
1,26.87,"Low"
0,1008.32,"Low"
1,1059.3,"Low"
0,0.35,"Low"
0,0.17,"Low"
1,5.23,"Low"
2,195.23,"Medium"
2,14.13,"Low"
2,550.98,"Medium"
3,1109.45,"Low"
1,90.38,"Low"
0,0.9,"Low"
3,74.9,"Low"
2,406.25,"Low"
1,418.52,"Low"
1,12.33,"Low"
0,3.02,"Low"
1,0.37,"Low"
1,18.18,"Low"
0,0.02,"Low"
1,23.3,"Low"
0,71.4,"Low"
1,0.13,"Low"
1,3.6,"Low"
3,832.93,"Low"
4,1710.8,"Low"
3,262.15,"Low"
3,1695.43,"Low"
1,10,"Low"
0,1.63,"Low"
0,0,"Medium"
0,1.68,"Low"
1,17.78,"Low"
1,4.77,"Low"
0,0,"Low"
1,790,"Low"
1,51.83,"Low"
0,1.37,"Low"
0,0,"Medium"
0,0,"Low"
1,523.35,"Medium"
1,0.52,"High"
3,740,"Low"
2,759.83,"Low"
0,12.63,"Low"
1,0.4,"Low"
1,4.88,"Low"
2,206.85,"Low"
1,93.33,"Low"
0,20.63,"Low"
1,291.57,"Low"
1,38.23,"Low"
4,445.87,"Low"
0,0.72,"Low"
1,157.02,"Low"
1,1336.05,"Low"
0,0.08,"Medium"
2,9.1,"Low"
4,225.74,"Low"
1,19.83,"Low"
1,6.95,"Low"
0,1.38,"Low"
1,143.3,"Low"
1,8.02,"Medium"
1,612.65,"Low"
0,0.83,"Low"
1,0.35,"Low"
1,6.33,"Low"
1,52.4,"Low"
2,30.95,"Low"
1,5.62,"Low"
1,784.12,"Low"
1,45.25,"Low"
3,45.43,"Low"
2,0.08,"Low"
1,17.2,"Low"
2,10.12,"Low"
1,19.5,"Low"
0,17.48,"Low"
1,523.48,"Low"
0,21.02,"Low"
1,2.62,"Low"
1,4.42,"Low"
1,2.94,"Low"
1,151.38,"Low"
1,1.22,"Low"
1,2.5,"Low"
1,1390.39,"Low"
0,14.29,"Low"
0,3.07,"Low"
0,10,"Medium"
1,103.15,"Low"
1,0,"Low"
0,0.98,"Low"
1,96.88,"Low"
6,1095.55,"Low"
1,96.92,"Low"
0,0,"Medium"
0,3.25,"Low"
1,17.32,"Low"
0,0,"Medium"
1,71.03,"Low"
0,0,"Medium"
0,0,"Medium"
1,12.7,"Low"
2,1.92,"Low"
0,1.63,"Low"
0,3.22,"Low"
1,7.28,"Low"
2,2.13,"Low"
1,72.85,"Medium"
1,1.93,"Low"
2,59.78,"Low"
1,0,"Low"
1,3.1,"Low"
1,2.35,"Low"
0,0,"Low"
1,0,"Low"
1,1.02,"Low"
1,8.03,"Low"
1,8.08,"Low"
0,15,"Low"
2,111.4,"Medium"
2,13.73,"Low"
1,8.37,"Low"
0,78.03,"Low"
1,110,"Low"
1,66.77,"Low"
3,434.47,"Low"
0,7.2,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
2,12.07,"Low"
1,1330,"Low"
0,2.5,"Low"
2,87.92,"Low"
1,0,"Low"
1,45.87,"Low"
1,41.4,"Low"
1,1.55,"Low"
1,25.92,"Low"
1,213.25,"Low"
1,0,"Low"
1,3.75,"Low"
1,16.33,"Low"
1,16.32,"Low"
3,2459.88,"Low"
1,3.78,"Low"
1,6.78,"Low"
1,14.23,"Low"
1,16.43,"Low"
1,115.8,"Low"
1,3.22,"Low"
0,14.78,"Low"
1,1.57,"Low"
1,3.7,"Low"
3,26.18,"Low"
2,24.4,"Low"
0,1.07,"High"
1,317.83,"Low"
1,70.26,"Low"
1,0.75,"Low"
3,406.45,"Low"
1,335.31,"High"
1,0.35,"Low"
1,9.92,"Low"
1,80.88,"Low"
1,16.16,"Low"
0,6.03,"Low"
1,0.27,"Medium"
1,111.47,"Low"
1,0,"Low"
1,0.3,"Low"
1,0.25,"Low"
1,13.14,"Low"
3,6.02,"Low"
1,24.48,"Low"
1,5.37,"Medium"
1,5.25,"Low"
3,90.88,"Low"
2,11.55,"Low"
1,511.27,"Low"
1,20.05,"Low"
1,9.85,"Low"
0,0.17,"Low"
0,3.77,"Low"
1,0.48,"Low"
1,15.92,"Low"
1,8.39,"Low"
2,18.13,"Low"
0,0.77,"Low"
1,9.44,"Low"
1,9.32,"Low"
1,2.3,"Low"
1,295.22,"Low"
3,18.36,"High"
1,54.52,"Low"
1,4.73,"Low"
2,1282.9,"Low"
0,10.99,"Low"
0,0.13,"Low"
3,15.68,"Low"
3,2.05,"Low"
1,35.05,"Low"
2,123.42,"Low"
0,0.03,"Low"
1,22.07,"Low"
1,1.9,"Low"
1,6.23,"Low"
1,248.6,"Low"
1,10.18,"Low"
1,43,"Low"
1,0,"Medium"
1,11.62,"Low"
1,6.47,"Low"
4,31.77,"Low"
7,365.02,"Low"
3,210.8,"Low"
0,0,"Medium"
0,0.42,"Medium"
1,21.6,"Low"
4,242.8,"Low"
1,7.18,"Low"
5,1439.85,"Low"
0,13.68,"Low"
2,227.37,"Medium"
1,4.52,"Low"
1,13.04,"Low"
3,74.25,"Low"
2,413.74,"Low"
1,0.15,"Low"
9,1655.51,"Low"
3,2000.88,"Low"
3,3.33,"Low"
1,502.07,"Low"
0,1.03,"Medium"
2,131.17,"Low"
2,102.97,"Low"
0,20.53,"Medium"
0,8.25,"Medium"
0,2.85,"Medium"
1,12.15,"Low"
3,2404.6,"Low"
1,168.65,"Low"
0,2.78,"Low"
1,0.77,"Low"
1,40.02,"Medium"
3,403.69,"Low"
1,24.73,"Low"
1,1.62,"Low"
0,2.47,"Low"
3,121.2,"Low"
2,20.85,"Medium"
1,499.95,"Low"
0,9.32,"Low"
1,266.07,"Low"
1,29.13,"Low"
1,10.1,"Low"
1,317.9,"Low"
1,27.29,"Low"
1,7.65,"Low"
1,1.68,"Low"
1,1.08,"Low"
1,6.6,"Low"
1,37.03,"Low"
2,122.88,"Low"
2,190.37,"Low"
1,1.5,"Low"
1,269.5,"Low"
2,798.53,"Low"
1,6.16,"Low"
1,5.43,"Low"
1,145.75,"Low"
1,0.7,"Low"
3,236.55,"Low"
1,70.72,"Low"
1,24.58,"Low"
2,1009.44,"Low"
2,1.32,"Low"
1,82.98,"Low"
1,1416.66,"Low"
1,9.87,"Low"
2,670.05,"Low"
1,24.22,"Low"
2,1212.05,"Low"
1,0.75,"Low"
0,1.43,"Low"
0,0.59,"Low"
2,118.18,"Low"
2,0,"Low"
1,43.23,"Low"
1,22.21,"Low"
5,195.52,"Low"
1,32.1,"Low"
1,21.58,"Low"
0,0,"Medium"
1,2.83,"Low"
1,0,"Low"
3,602.13,"Low"
1,772.13,"Low"
2,85.83,"Low"
1,14.32,"Low"
1,1.24,"High"
2,22.25,"Low"
1,0,"Low"
0,0,"Low"
1,0,"Low"
0,14.52,"Medium"
1,0.28,"Low"
1,21.6,"Low"
0,0,"Low"
1,10.4,"Low"
2,85.12,"Low"
1,189.3,"Low"
1,10.15,"Low"
0,3.12,"Low"
0,49.82,"Medium"
1,0.18,"Low"
1,555.95,"Low"
1,15.54,"Low"
6,1711.5,"Low"
5,112.38,"Low"
2,14.65,"Low"
3,17.1,"Low"
2,962,"Low"
2,19.65,"Low"
1,29.33,"Low"
2,12.31,"Low"
1,0.4,"Low"
1,0.35,"Low"
3,82.83,"Low"
0,0.07,"Medium"
4,181.62,"Low"
2,48.85,"Low"
1,70.78,"Low"
3,474.77,"Low"
2,80.85,"Medium"
0,6.4,"Low"
0,6.3,"Low"
1,9.1,"Low"
1,37.1,"Low"
2,77.82,"Low"
2,228.02,"Low"
2,37.43,"Low"
1,31.28,"Low"
2,26.24,"Low"
1,0.8,"Low"
2,179.26,"Low"
1,0.75,"Low"
0,0.12,"Medium"
1,6.02,"Low"
2,15.03,"Low"
2,27.89,"Low"
1,19.49,"Low"
1,3.95,"Low"
1,0.1,"Low"
0,0.05,"Low"
3,78.22,"Low"
1,8.6,"Medium"
1,0.25,"Medium"
1,1.22,"Low"
3,10,"High"
0,0.73,"Low"
1,4.7,"Medium"
1,5.72,"Low"
0,0.13,"Medium"
1,80.5,"Low"
1,0,"Low"
2,72.68,"Low"
1,0.93,"Low"
1,5.45,"Low"
4,89.13,"Low"
2,33.47,"Low"
3,0,"Low"
0,0,"Low"
0,71.47,"Low"
1,5.43,"Low"
1,11.63,"Low"
1,29,"Low"
1,12.6,"Low"
2,997.8,"Low"
1,11.28,"Low"
1,5.75,"Low"
0,2.35,"Low"
1,23.17,"Low"
1,31.08,"Medium"
2,3.47,"Low"
1,0.3,"Low"
1,0.28,"Low"
1,11.65,"Low"
1,10,"Low"
2,7.73,"Low"
1,138.33,"Low"
1,11.44,"Low"
1,24.46,"Low"
1,23.72,"Low"
2,82.28,"Low"
1,345.84,"Low"
0,0.08,"Low"
0,0.37,"Medium"
0,0.07,"High"
1,1.48,"Low"
1,242.09,"Low"
1,189.65,"Low"
1,0.15,"Low"
1,4.53,"Low"
1,11.53,"Low"
1,111.18,"Low"
1,481.32,"Low"
1,0.97,"Low"
0,118.8,"Low"
1,1.58,"Low"
0,0.13,"High"
0,0.62,"Low"
1,9.25,"Low"
1,3.87,"Low"
0,0.27,"Low"
1,824.32,"Low"
1,81.04,"Low"
1,45.02,"Low"
3,64.3,"Medium"
1,7.67,"Low"
2,45.13,"Low"
2,1,"Low"
1,8.43,"Low"
2,832.7,"Low"
1,8.73,"Low"
3,2.4,"Low"
0,0.88,"Medium"
5,80,"Low"
0,0.33,"Low"
2,1032.4,"Low"
3,66.96,"Low"
1,9.05,"Low"
2,218.8,"Low"
1,350.45,"Low"
1,17.45,"Low"
1,67.17,"Low"
1,5.57,"Low"
2,227.19,"Low"
3,1430.88,"Low"
1,8.77,"Low"
1,201.05,"Low"
1,10.47,"Low"
1,327.45,"Low"
1,53.04,"Low"
1,0.35,"Low"
2,24.05,"Low"
1,0.62,"Low"
1,16.5,"Low"
1,0.32,"Low"
1,37.03,"Low"
2,1256.5,"Low"
0,0.47,"Low"
3,135.2,"Low"
2,51.7,"Low"
3,866.9,"Low"
0,15.42,"Low"
2,778.88,"Low"
1,16.5,"Low"
1,9.9,"Low"
1,44.22,"Low"
1,204,"Low"
2,63.63,"Low"
1,0.17,"Low"
1,1.17,"Low"
3,64.51,"Low"
1,374.4,"Low"
1,31.28,"Low"
1,11.49,"Low"
2,32.8,"Low"
0,0.43,"Low"
3,2516.17,"Low"
1,69.3,"Low"
0,0.7,"Low"
1,5.92,"High"
1,1.17,"Low"
1,57.18,"Low"
8,2864.07,"Low"
0,0.6,"High"
1,0,"Low"
0,3.92,"Low"
0,16.57,"Low"
0,16.63,"Low"
0,33.95,"Low"
1,97.3,"Low"
1,0,"Low"
0,2.62,"Low"
0,2.6,"Low"
0,2.6,"Low"
0,2.58,"Low"
0,2.57,"Low"
0,2.57,"Low"
1,0.1,"Medium"
2,0.12,"Medium"
0,2.07,"Low"
0,1.52,"Low"
0,60.27,"Low"
2,922.66,"Low"
0,395.98,"Low"
0,1.23,"Low"
0,15.32,"Low"
1,371.08,"Low"
0,0.63,"Low"
0,1.8,"Low"
0,13.93,"Low"
1,0.93,"Low"
0,344.48,"Low"
0,504.35,"Low"
1,0.4,"Low"
1,2.85,"Low"
1,1.02,"Low"
0,0.28,"Medium"
0,0.37,"Medium"
6,1080.63,"Low"
1,1.57,"Low"
0,0.12,"Medium"
2,8.04,"Low"
1,2.35,"Low"
1,331.41,"Low"
1,0.38,"Low"
1,0.42,"Low"
2,111.02,"Low"
1,2.38,"Low"
2,0.72,"Low"
1,0.65,"Low"
2,87.3,"Low"
1,0.28,"Low"
1,40,"Low"
1,84.13,"Low"
0,2.15,"Medium"
1,0.07,"Low"
1,1019.62,"Low"
6,1276.31,"Low"
1,242.64,"Low"
1,6.31,"Low"
2,32.85,"Low"
2,1767.55,"Low"
2,87.95,"Low"
0,0.08,"Medium"
1,114.05,"Low"
2,26.08,"Low"
1,1.1,"Low"
1,6.85,"Low"
1,652.62,"Low"
1,0,"Low"
3,38.47,"Low"
1,57.23,"Low"
1,4.52,"Low"
1,12.82,"Low"
1,9.08,"Low"
1,44.12,"Low"
1,44.47,"Low"
1,0.15,"Low"
1,0.78,"Low"
2,511.77,"Low"
1,1209.82,"Low"
1,2.47,"Low"
1,196.82,"Low"
1,8.6,"Low"
0,287.03,"Low"
0,7.68,"Low"
1,24.67,"Low"
1,47.78,"Low"
1,20,"Medium"
1,0,"Low"
1,9.25,"Low"
1,0,"Low"
1,12.2,"Low"
1,487.05,"Low"
1,2.83,"Low"
3,67.43,"Low"
1,150.65,"Low"
2,11.28,"Low"
1,4.58,"Low"
1,34.22,"Low"
1,7.73,"Low"
3,23.45,"Low"
2,203.72,"Low"
1,0,"Medium"
1,6.42,"Low"
2,446.38,"Low"
1,7.87,"Low"
1,1.48,"Low"
1,1.27,"Low"
1,1.37,"Low"
1,143.52,"Low"
1,26.47,"Low"
1,112.17,"Low"
0,1.55,"Low"
2,394.02,"Low"
1,60.95,"Low"
1,48.17,"Low"
1,5.82,"Low"
1,440,"Low"
2,76.73,"Low"
1,1.65,"Low"
2,222.25,"Low"
2,84.48,"Low"
2,110,"Low"
1,23.42,"Low"
3,86.98,"Low"
2,4.9,"Low"
4,261.43,"Low"
1,330,"Low"
2,322.23,"Low"
2,148.82,"Low"
2,1216.62,"Low"
2,22.9,"Low"
0,6.42,"Low"
1,207.75,"Low"
1,1016.98,"Low"
0,10,"Medium"
1,0,"Medium"
1,0,"Medium"
1,0,"Low"
0,0,"Low"
0,11.42,"Low"
2,6.67,"Low"
1,0.3,"Low"
1,82.97,"Low"
0,2.1,"Low"
2,1313.05,"Low"
0,24.72,"Low"
1,0.42,"Low"
2,105.17,"Low"
1,4.12,"Low"
1,0.73,"Low"
0,51.4,"Low"
0,0.23,"Low"
1,10.77,"Low"
2,27.43,"Low"
2,19.18,"Low"
1,6.73,"Low"
3,705.88,"Low"
1,4,"Low"
1,7.82,"Low"
3,103.42,"Low"
1,2.98,"Low"
1,0.92,"Low"
6,64.57,"Low"
1,543.32,"Low"
2,38.38,"Low"
1,474.62,"Low"
1,1.07,"Low"
2,1.3,"Low"
0,6.52,"Low"
1,1.77,"Low"
1,1.53,"Low"
2,267.43,"Low"
3,6.55,"Low"
1,186.35,"Low"
2,22.1,"Low"
1,21.15,"Low"
1,29.53,"Low"
2,27.33,"Low"
3,253.93,"Low"
0,1384.08,"Low"
1,655.48,"Low"
1,3.25,"Low"
3,358.92,"Low"
1,0,"Medium"
0,213.45,"Low"
1,7.23,"Medium"
1,3.85,"Low"
0,10.11,"Low"
1,13.3,"Low"
1,23.16,"Low"
1,7.25,"Low"
1,1.07,"Low"
1,21.67,"Low"
1,49.56,"Low"
1,9.62,"Low"
0,2.22,"Low"
0,1.63,"Low"
1,4.78,"High"
0,3.33,"Low"
1,96.17,"Low"
0,112.07,"Medium"
1,1.7,"Medium"
3,1035.07,"Low"
3,49.73,"Low"
1,8.58,"Low"
1,0.13,"Low"
1,1.62,"Medium"
2,143.09,"Low"
1,1.25,"Low"
2,62.5,"Low"
1,0,"Low"
1,20.18,"Low"
1,2.15,"Low"
1,1.3,"Low"
1,7.57,"Low"
1,4.15,"Low"
1,0.35,"Low"
1,5.8,"Low"
3,54.74,"Low"
2,303.29,"Low"
1,3.85,"Medium"
1,2.05,"Low"
1,58.45,"Low"
1,0.37,"Low"
2,40.21,"Low"
2,33.58,"Low"
2,42.86,"Low"
5,7.82,"Low"
2,1054.93,"Low"
1,1.15,"Low"
0,0.32,"Medium"
2,4.28,"Low"
5,1769.17,"Low"
0,1.37,"Medium"
3,61.44,"Low"
1,15.42,"Low"
1,40.5,"Low"
1,0.41,"High"
1,0.07,"Low"
1,14.44,"Low"
0,0.19,"High"
0,12.09,"Low"
2,196.62,"Low"
1,1.07,"Low"
1,35.04,"Low"
1,2.75,"Low"
1,41,"High"
0,0.15,"Low"
0,13.2,"Medium"
1,160.4,"Low"
1,1007.78,"Low"
1,35.03,"Low"
1,34.84,"Low"
1,34.72,"Low"
0,0.22,"Medium"
3,29.43,"Low"
1,10.52,"Low"
1,3.05,"Low"
3,0,"Low"
1,20.77,"Medium"
3,193.97,"Low"
5,194.67,"Low"
1,3.3,"Low"
2,26.63,"Low"
0,0.62,"Low"
1,1.62,"Low"
1,0.82,"Low"
1,453,"Low"
1,1.43,"Low"
1,9.23,"Low"
2,1.2,"High"
0,1.57,"Low"
0,36.4,"Low"
1,0.23,"Medium"
1,1.22,"High"
2,15.4,"Low"
0,0.3,"Low"
1,0.27,"Low"
0,0.1,"Medium"
1,0.2,"Low"
2,24.42,"Low"
0,0.48,"Medium"
1,6.12,"Low"
0,0.55,"Medium"
2,238.97,"Low"
1,0.1,"Low"
1,7.81,"Low"
1,8.49,"Low"
3,158.7,"Low"
0,8.33,"Medium"
0,2.3,"Low"
0,1.22,"Low"
1,1.33,"Low"
0,5.85,"Medium"
2,11.35,"Low"
0,9.4,"Low"
1,62.92,"Low"
3,18.57,"Low"
1,43.18,"Medium"
2,2.23,"Low"
6,30.52,"Low"
2,10.87,"Low"
1,0,"Medium"
1,1,"Medium"
1,0,"Low"
1,0,"Low"
3,1.92,"Low"
0,0.13,"Low"
1,3.25,"Medium"
1,1016.53,"Low"
0,2.28,"Low"
1,0.87,"Low"
1,0.92,"Low"
1,4.75,"Low"
0,5.3,"Medium"
1,11.63,"Low"
1,0,"Low"
1,24.38,"Low"
2,90,"Low"
0,1.4,"Low"
1,141.81,"Low"
2,9.55,"Low"
1,142.39,"Low"
3,16.5,"Low"
0,0.05,"Low"
0,92.2,"Medium"
0,0.65,"Medium"
1,63.14,"Low"
3,241.3,"Medium"
1,1.72,"Low"
2,14.95,"Low"
1,16.25,"Low"
1,22.66,"Low"
1,6.82,"Low"
1,2.58,"Low"
1,4.25,"Low"
1,19.4,"Low"
1,18.48,"Low"
0,0.4,"Medium"
2,240.94,"Low"
1,5.38,"Low"
1,1.52,"Medium"
2,9.47,"Low"
0,0.3,"Medium"
1,58.91,"Low"
1,0.93,"Low"
1,440.17,"Low"
1,36.08,"Medium"
0,0.05,"Medium"
1,5.42,"Low"
1,0.8,"Low"
1,14.3,"Low"
3,1360.45,"Low"
3,256.13,"Medium"
3,23.59,"High"
1,4.4,"Low"
0,0.62,"Low"
1,0.73,"Low"
2,46.73,"Low"
3,615.57,"Low"
1,1135.53,"Low"
0,0.75,"High"
0,0.6,"Low"
1,144.53,"Low"
1,0.57,"Low"
1,11.53,"Low"
1,10.25,"Low"
1,17.21,"Low"
